id,text,type
1.2767585050647265e+18,"#Delhi
Need #Blood Type :  A-positive
At : Sri Gangaram
Blood Component : Need Plasma A+ve from #COVID19 recovered patient.
Primary Number : 9873322741
Secondary Number : 9212217718
Via: @HibernationON
#BloodMatters
Powered by Twitter https://t.co/2HADGjWj7Q",0
1.2765647749822136e+18,"#Delhi
Need #Blood Type :  O-positive
At : Maharaja Agrasen Punjabi Bagh
Blood Component : Need Plasma O+ve from #COVID19 recovered patient.
Primary Number : 8826777098
Secondary Number : 9911494134
Via: @LAMBODAR85
#BloodMatters
Powered by Twitter https://t.co/8ElrayDax3",0
1.2767934070426624e+18,"#Delhi
Need #Blood Type :  O-positive
At : Max Patparganj
Blood Component : Need Plasma O+ve from #COVID19 recovered patient.
Primary Number : 85100 08114
Via: @VrushabhWankha3
#BloodMatters
Powered by Twitter https://t.co/JWoV46Urx9",0
1.276799253772292e+18,"#Delhi
Need #Blood Type :  AB-positive
At : Max Saket 
Blood Component : Need Plasma AB+ve/AB-ve from #COVID19 recovered patient.
Primary Number : 9958819940
Secondary Number : 9999741900
Via: @mvlifestyle_
#BloodMatters
Powered by Twitter https://t.co/J2T2Fn792O",0
1.2767553850771538e+18,"#SOS
#Delhi
Need #Blood Type :  A-positive
At : Max Saket 
Blood Component : Need Plasma A+ve from #COVID19 recovered patient.
Number of Units : 2
Primary Number : 9971862000
Illness : #Corona
Via: @iamrana
#BloodMatters
Powered by Twitter https://t.co/OECxgYzsQG",0
1.276764593411457e+18,"#Delhi
Need #Blood Type :  B-positive
At : Sir Gangaram
Blood Component : Need Plasma B+ve from #COVID19 recovered patient.
Number of Units : 2
Primary Number : 7065888666
Secondary Number : 7042539598
Illness : #Corona
Via: @ArchanaDalmia
#BloodMatters
Powered by Twitter https://t.co/TFSb7jWUIf",0
1.2761297921447608e+18,"A 55 year old lady at Max Saket needs Plasma of a COVId recovered person. 
Person should have recovered 15 days back. 
Any blood group will do. 

Please contact her daughter Arpita at
+919711882566 
.@DelhiVsCorona .@KapilChopra72  .@dilipkpandey 
.@AmanBanka00 .@AdityaDubey2003 https://t.co/AgHmtsPiAN",0
1.276424538381783e+18,"#Delhi
Need #Blood Type :  A-positive
At : Sir Gangaram
Blood Component : Need Plasma A+ve/AB+ve from #COVID19 recovered patient.
Number of Units : 2
Primary Number : 9654209017
Via: @SoidurRahman0
#BloodMatters
Powered by Twitter https://t.co/cSbuTJ5Kli",0
1.2767495432085176e+18,"#Delhi
Need #Blood Type :  B-positive
At : Maharaja Agrasen Hospital
Blood Component : Need Plasma B+ve from #COVID19 recovered patient.
Primary Number : 8800248406
Via: @morethan6feet
#BloodMatters
Powered by Twitter https://t.co/fR7M6BJJF0",0
1.2767487016592712e+18,"#Delhi
Need #Blood Type :  A-positive
At : Max Saket 
Blood Component : Need Plasma A+ve/AB+ve from #COVID19 recovered patient.
Primary Number : 8448832647
Via: @nidhir77
#BloodMatters
Powered by Twitter https://t.co/KF7qZE5P2A",0
1.2767591031346708e+18,"#Delhi
Need #Blood Type :  B-positive
At : Maharaja Agrasen, Rohini
Blood Component : Need Plasma B+ve from #COVID19 recovered patient.
Primary Number : 8178327260
Via: @Drishti45448254
#BloodMatters
Powered by Twitter https://t.co/qNqR9xtmTa",0
1.276565996015321e+18,"#Delhi
Need #Blood Type :  A-positive
At : Sir Gangaram
Blood Component : Need Plasma A+ve from #COVID19 recovered patient.
Primary Number : 9311999219
Secondary Number : 9873322741
Via: @rohitsh299
#BloodMatters
Powered by Twitter https://t.co/3NLQA4onJ0",0
1.276797164799185e+18,"#Delhi
Need #Blood Type :  B-positive
At : Sir Gangaram
Blood Component : Need Plasma B+ve/B-ve/AB+ve/AB-ve from #COVID19 recovered patient.
Primary Number : 9350141815
Via: @kartiksehgal3
#BloodMatters
Powered by Twitter https://t.co/RShZEMCPB5",0
1.2765654149741937e+18,"#Delhi
Need #Blood Type :  AB-negative
At : Max Saket 
Blood Component : Need Plasma AB-ve from #COVID19 recovered patient.
Primary Number : 9810359389
Via: @commupolicing
#BloodMatters
Powered by Twitter https://t.co/5bXghOialZ",0
1.2767959539204751e+18,"#Delhi
Need #Blood Type :  
At : Saroj Hospital, Rohini
Blood Component : Need Plasma B+ve from #COVID19 recovered patient.
Primary Number : 9711907003
Secondary Number : 9810276263
Via: @india_donors
#BloodMatters
Powered by Twitter https://t.co/fSy7uMripL",0
1.2767471225499525e+18,"#Delhi
Need #Blood Type :  O-positive
At : BLK Hospital
Blood Component : Need Plasma O+ve from #COVID19 recovered patient.
Primary Number : 9920462923
Illness : #Corona
Via: @vibe1972
#BloodMatters
Powered by Twitter https://t.co/oBr0C3H5Ae",0
1.2767596621389292e+18,"#Delhi
Need #Blood Type :  AB-positive
At : Apollo, Sarita Vihar 
Blood Component : Need Plasma AB+ve from #COVID19 recovered patient.
Primary Number : 9810950379
Secondary Number : 8860491193
Patient : Saleemuddin
Via: @sairahayatkhan2
#BloodMatters
Powered by Twitter https://t.co/dUUubfbyFc",0
1.2761023390870692e+18,@AmazonHelp @CEOofsamsung @SamsungIndia @SamsungMobile Hi got purchase a handset Galaxy M 40 in July 19 which is under warranty but not able to get it repaired within day as service center asking for 3 days since a small mike problem ..I don't have any other set as current situation ...,0
1.276770179561767e+18,"#Delhi
Need #Blood Type :  A-positive
At : Sir Gangaram Hospital. 
Blood Component : Need Plasma A+ve from #COVID19 recovered patient.
Number of Units : 2
Primary Number : 9810494873
Patient : Jagmeet Singh
Illness : #Corona
Via: @soniandtv
#BloodMatters
Powered by Twitter https://t.co/vSUwqvR6NA",0
1.2768015570533212e+18,"#Delhi
Need #Blood Type :  Any group
At : BLK Hospital.
Blood Component : Need Plasma Any group from #COVID19 recovered patient.
Number of Units : 2
Primary Number : 9810197046
Secondary Number : 9920462923
Illness : #Corona
Via: @BloodDonorsIn
#BloodMatters
Powered by Twitter https://t.co/SEdXUd9jlh",0
1.276760019149734e+18,"#Delhi
Need #Blood Type :  AB-positive
At : Moolchand
Blood Component : Need Plasma AB+ve from #COVID19 recovered patient.
Primary Number : 9899989350
Secondary Number : 9717003166
Patient : Nancy Jain
Via: @Rahul_0512
#BloodMatters
Powered by Twitter https://t.co/Uq4mInOEtX",0
1.2767859486054154e+18,"#Delhi
Need #Blood Type :  B-positive
At : Sir Gangaram
Blood Component : Need Plasma B+ve from #COVID19 recovered patient.
Primary Number : 9953134661
Secondary Number : 9953134409
Via: @DeepakM1992
#BloodMatters
Powered by Twitter https://t.co/PgqLD75BhA",0
1.2448421433670574e+18,"I just did my part in the war against coronavirus. Join me, in supporting those who need a helping hand at this critical hour. Here I also pledge to donate INR 1100-2100 every day till the war against the corona virus continues. @narendramodi @PMOIndia #PMCaresFund  #COVID19 https://t.co/k6CCdpu6t7",1
1.2757569634233876e+18,"I will be grateful and will soon available for plasma therapy to donate my immunity to covid patients of GB Nagar district. 

-
Aditya Yadav
9349651989
adimbait@gmail.com
A 90, Sector 36, Noida

@noida_authority @CeoNoida @dmgbnagar
Plz help for home sanitization.",1
1.2760339953948058e+18,"While the grown ups are shying away from donating plasma, Dr. Sujata Sharma, Principal, GMCH, #Amritsar informs how a young boy who had recovered from #COVID19 volunteered to donate his Plasma which enabled the Plasma Convalescent Therapy of two Coronavirus patients.

@PIB_India https://t.co/pKtbFUWluY",1
1.27621435192243e+18,"I'm about to go donate plasma to help #COVID19 patients for the 4th week in a row. It sucked to contract coronavirus, but I'm happy to do something for those who are really sick. This shit isn't fake. It's not a joke. It's not the flu. Masks will help. #StaySafe #StayHome",1
1.2564377582954496e+18,"I have donated plasma for treatment of COVID19 patients twice now. If I am needed to donate it 10 times, I will do so: Arshad Ahmed, a Tablighi Jamaat member, who was quarantined at AIIMS dedicated COVID19 centre, Haryana. He has now tested negative for COVID19. https://t.co/LFNAqcVJyZ",1
1.264468258217816e+18,"I want to inform you all on twenty second day of quarantine my Corona Test has come Negative. 
However, I still have a little cough, so according to the advice given by the doctor after taking rest for a few more days, I will be ready to donate plasma and return back to work.",1
1.2767608327145267e+18,"This is a thread related to COVID 19 resources. Please add. 

The first one I came across is a patient-donor (plasma) database. 
https://t.co/Uy8YEzBQm3

#Covid19 #Coronavirus #coronaupdates #pandemic",1
1.2746656126486487e+18,"This company launches #Covid19 drug at Rs 103 per tablet

#Coronavirus #CoronavirusOutbreak 

https://t.co/5W3MFahFSA",1
1.2750159184862003e+18,Thank you every one for your prayers and best wishes. InshALLAH i will donate my plasma. https://t.co/2XjEYy4O4M,1
1.2751943528438538e+18,"I got a serological COVID-19 test today, and if I had it, recovered and have useful plasma I will donate: https://t.co/vj39XTX4PI",1
1.2751199358623089e+18,"Thanks God,  I faced COVID-19 silently and now in full health. Developed strong antibodies and ready to donate plasma—B+. Request to everyone, take extra ordinary precautions,take care of each other. Stay blessed.",1
1.2518675514175283e+18,"Day 21, 1500+ Cooked food distributed to Needy in #Curfew/#Lockdown2 Conditions with the help of #Chandigarh Admn (Food &amp; Supply) still cont. Mask &amp; sanitizer Distributed #FeedTheNeedy #COVID19 @narendramodi @JPNadda @arunsoodbjp @manuparida1 @BJP4Chandigarh @TajinderBagga https://t.co/yDXLtbjivT",1
1.2463143045524808e+18,"The @TataCompanies has offered their all 5 star hotels at Mumbai to provide free accomdation &amp; food to doctors &amp; paramedics staff treating #COVID19 patients.
An Indian company that thinks about the Nation first

@TajHotels 
#DefeatCoronaWithWillpower https://t.co/VpsJyDOVrs",1
1.244748919847846e+18,"I am recovering from COVID19. I will try to donate my plasma to help other patients. If you are recovering from COVID19 and have a positive test, please register to donate.  https://t.co/cjXjQdrDKE",1
1.2757327842382684e+18,"Today I registered to donate blood plasma to the NHS after FINALLY feeling like I've recovered from COVID-19 and it is the best feeling 🧡

I tested positive three months ago and I just feel so, so grateful to still be here. Where I can, I will do my bit to to help in this fight. https://t.co/7lFEbrhFIm",1
1.2766354796019712e+18,Anybody else still need #GALips goods that was unable to get something for whatever reason? I’d be happy to donate a 💋shirt or mask to someone 😊 just dm me before the sale ends! I know I’d hate to miss out on the fun,1
1.2760209179576115e+18,@Nidhi I am AB positive. I've had no COVID-19 symptoms since 3 months. I will be glad to donate plasma. I am in Kolkata.,1
6.31646488167383e+17,"@_mlevell @chanlerrrr @PaytonLantz I'm seriously signing up when I get back,I will donate plasma if I have to in order to pay for it",1
1.2754949180817654e+18,"According to my doctor, if my condition is stable and blood test come out okay, I will be able to resume donating platelets/plasma in September/October! 🎉🥳 If you are able, please donate blood at your nearest blood donation center, because the supply is low right now.",1
1.2618053871011553e+18,"I tested positive for COVID-19 antibodies. I believe I had the virus in December. Now, I will donate plasma. Get tested, know your status, move forward. &lt;3",1
9.075074093163397e+17,#BitcoinMining I will donate plasma and invest the $70 from the donation… https://t.co/A5OhvPweVz ⭕ Powered by https://t.co/0I4IIflkwI  √ https://t.co/qlnLgeooBG,1
1.28e+18,Thanks for sharing!\n We all need right information and positive stories to fight the pendamic!\n\nThanks @batra_neeta for taking time to share each minute detail. Your father is a real fighter.\n Pay our sincere regards! \ud83d\ude4f\n\n#TogetherWeCan \n#DelhiFightsCorona \n#Blessings \n#COVID19 https://t.co/JvrDcg0CQI,2
1.28e+18,"@kmsk4141 Its an experimental therapy where the antibodies from the plasma of recovered covid 19 patients taken and given to those who have weaken immunity. As there is no vaccine no medicine yet, its a positive solution to initiate immunity in infected. #plasmatherapy #COVID19",2
1.28e+18,@faisalsubzwari Congratulations for defeating #COVID19. More power to you and family.,2
1.28e+18,"i m not endorsing @PypAyurved coronil, that for experts to do but aryurveda always had a proven alternative which the capitalist drug companies and doctors  always denied for thier obvious reasons.\nI jst hope it really work, i mean jst v need smthng tht wrks on ths fuckin covid19",2
1.28e+18,"Senior Advocate Abhishek Manu Singhvi is suffering from COVID19 I pray for the speedy recovery. \nRajeev Srivastava, Advocate, Supreme Court.",2
1.28e+18,"@guptavishesh @sunilbansalbjp @ChiefSecyUP @myogioffice @CMOfficeUP @KanoongoPriyank @swatantrabjp @bjpswatisingh @BJP4UP @BJP4India Jiski vajah se COVID19 infection hua inmates ko uske baare me koi karyavahi ki hai? \nApka kaam bhramak khabron ka sanghyan lena nhin tha isko lekar already sarkaar tatpar hai.. \u092c\u091a\u094d\u091a\u093f\u092f\u094b\u0902 \u0915\u094b \u0915\u094b\u0930\u094b\u0928\u093e \u0915\u094d\u092f\u094b\u0902 \u0939\u0941\u0906, \u0915\u094c\u0928 \u091c\u093f\u092e\u094d\u092e\u0947\u0926\u093e\u0930?",2
1.28e+18,"Central team to visit Gujarat, Maharashtra, Telangana to boost efforts to manage #COVID19 \n\nRead More: https://t.co/eucScNsKA2 https://t.co/usTDbi1u6g",2
1.28e+18,"its 18000+ #covid19 positves today and we are going to cross total numbers of 5 lacs by tomorrow but do not ignore the recovery rate i.e. 58%, 14000 recovered today, hardly 4000 active cases added today.\n#CoronaUpdatesInIndia thanks to #CoronaWarriors",2
1.28e+18,Proud Moment \u2764\ufe0f\nUN honouring Kerala Health Department. Comrade K K shailaja is the only person attending from India. \n @shailajateacher\n\n#UNPublicServiceDay #ProudIndian #Kerala #COVID19 https://t.co/vBSOB4hBKu,2
1.28e+18,"Get Well Soon Chacha...  wishes for your Speedy recovery, I have full hope that you will defeat Corona, and join family very soon..  \ud83d\udc4d\n\n#COVID19India #CoronavirusPandemic #CoronavirusOutbreak #COVID19 https://t.co/EwKM59vBFW",2
1.28e+18,#Amazon #business #health #FitnessFriday #Food #veganfood #HealthOverExams #healthy #nutrition #recipes #ThursdayThoughts #COVID19 #India\n#StayAtHome #SafetyFirst\n#Mumbai #Hyderabad #Karnataka #TamilNadu #Goa #Delhi_\u0938\u0947\n#Haryana #Punjab #Assam\n#Kolkata\nhttps://t.co/vKUTX4Z80h https://t.co/xxKbB66Yth,2
1.28e+18,"Few years ago ppl used to sing: \ye Delhi hai meri jaan\"" but now bcoz of \""#MufflerMan \"" ye Delhi sabki jaan ke liye khatra ban gayi hai\""\n#AAP #BJP #Modi #Kejriwal #KejriwalLiedPeopleDied #COVID19 #coronavirus https://t.co/NFOW8aPvpT""",2
1.28e+18,How You Can Take Your Business To New Heights With Digital Marketing\n\n#DigitalMarketing #business #COVID19 #HackerNews #Marketing #MarketingDigital #customers #SEO #contentmarketing #leadgeneration #MarketingStrategy \n\nhttps://t.co/fBkMbljuOA,2
1.28e+18,"As #Oxford begins human trials for #COVID19 #vaccine, I look at the work going on behind the scenes world over regarding manufacturing of vaccines by other pharma majors. At least 5 #Indian firms on the job as well. #coronavirus @ICMRDELHI @WHO https://t.co/XfIVRoEXhZ",2
1.28e+18,"Today, I participated in the Virtual Information Session on #COVID19 organized by @WHO.\n\n Dr Timothy Armstrong, Director, Governing Bodies, #WHO chaired this informative session.\n\n@MoHFW_INDIA @WHOSEARO @DrTedros https://t.co/E9QtXnsCwX",2
1.28e+18,"@NagpurKaRajini Now a police is permanent outside that tower \n\nFew days later next tower got + covid19, that tower sealed, another police deployed even both towers r 100 mts apart...and quarantine of the area done.\n\nI am really surprised by the swift action here.",2
1.28e+18,Vaccine makers face biggest medical manufacturing challenge in history #COVID19 https://t.co/hU8Ufro3HF,2
1.28e+18,Delhi HC Asks Delhi Govt To Clarify Stand On Performing Elective Surgeries Amid COVID19 - Live Law https://t.co/33FUkDJ9oa,2
1.28e+18,An unprecedented loss of #Pakistan\u2019s credibility. \nWho is responsible for:\n1) Rendering bogus pilot license in #aviation sector.\n2) Disgracing \ud83c\uddf5\ud83c\uddf0 by calling #OsamaBinLaden as a martyr.\n3) Disregarding #WHO precautions for #COVID19\n#PMIKAssemblySpeech #ImranKhanDestroyingPakistan,2
1.28e+18,"Coronavirus has spread around the world, with more than nine million confirmed cases in 188 countries\n\nNearly 500,000 people have lost their lives\n\nSome countries are seeing confirmed cases fall, but others are still seeing figures rise. #COVID19 https://t.co/lpEhifz1im",2
1.28e+18,The ongoing #COVID19 pandemic has changed the perspective of brain drain in many different ways. Will there be \u201ctalent hunt\u201d or \u201ctalent war\u201d among the countries in the near future after the #pandemic?\nhttps://t.co/nEFzK83CiL,2
1.28e+18,"Join us June 29  Monday,Hear #DouglasRagan @practicalrad @unhabitatyouth @UnKenya speak on how technology has impacted students education especially in the light of pandemic #COVID19 \n@RiseUp4SDGs @EdChatEU @EdChatIND @nagrikfdn @Rotary @rtn_sandeep @Kapoor_Divya_ @Cbse_official https://t.co/ycMcFKW6Eh",2
1.28e+18,given 0.5% chance dumb fuck stupid politicians and incompetent bureaucrats will keep the lockdown in INDIA for 12 months or more - given 0.5% chance to these idiots !!! \n\n#LockdownFailed #COVID19 https://t.co/LMUiBRYtUw,2
1.28e+18,@abcabslmf Cos. have find a way to cut costs / opex by way of treating pre - post Covid19 pandemic new working norms. They must ask a question : Did they also reduce MRP/ sales price for consumers ?,2
1.28e+18,"@rishibagree If for everything state has to take action and center will only have to pass the buck on states, be it Petrol, COVID19, Police (Law &amp; Order) etc etc, then what's the use of BJP &amp; Modi? - Only to do Hindu-Muslim in this country and get votes from andh-bhakts?",2
1.28e+18,"@drharshvardhan @MoHFW_INDIA @narendramodi @PMOIndia @BJP4Delhi @BJP4India @JPNadda @AyushmanNHA @moayush Sir, \nPlease speak on oxygen cylinder arrangements as part of Covid19 planning. Since, the no. Of cases are increasing, we are hearing only about arrangements of beds in Delhi but no one is giving on our preperations on oxygen cylinder's.\ud83d\ude4f",2
1.28e+18,Countries without any accurate data about migrants made the #COVID19 situation even worse.\nhttps://t.co/1mYhDB1alu,2
1.28e+18,"Maharashtra reports 4,841 new cases of #COVID19 in last 24 hours taking total number of Covid cases to 1,47,741. A total of 3,661 Covid patients were cured on Thursday and 77,453 patients have been discharged so far. There are 63,343 active Covid cases in Maharashtra till date. https://t.co/wxtyBKGjg0",2
1.28e+18,"How to prepare for a #Pandemic such as #COVID19 + future outbreaks: A pipeline that fosters #government, #academic, &amp; private partnerships for rapid #vaccine &amp; #antibody therapeutics.",2
1.28e+18,"#Covir #Covir.io\nThis awesome platform is doing great job for humanity, providing new solutions for disinfection against #COVID19 , Let's make these efforts REVOLUTION. https://t.co/MWtT6zDqKR",2
1.28e+18,"@abpnewshindi Seriously are you doing real journalism!\nWhat do mean of your Tag line of news! Are you really care About humanity, Why are you doing politics to support to Ramdev baba! \n@AyushmanNHA #COVID19 #pandemic @absolutesatya https://t.co/8GAbmhw7pM",2
1.28e+18,"Wali Rahmani (Social Activist) has been tested positive for COVID19 today and have kept in Home Quarantine , Pray for him. https://t.co/1YfKknmbDh",2
1.28e+18,"WE NEED HELP no wonder, there are so many #suicides in the youth of this nation.#DTU only cares about conducting exams in this global pandemic #COVID19\n#cancelDTUexams",2
1.28e+18,"@narendramodi Sir, almost 18,000 cases yesterday! No other option left to save the country now. There has to be another lockdown. The second wave will be deadlier. We are running out of time. #Lockdown5 #COVID19",2
1.28e+18,#education #DistanceLearning #hybridlearning #Moocs #OnlineClasses #evaluation #MarketingDigital #Digital #elearning #StaySafe #studyfromhome #WorkFromHome #schoolreopening #Students #Teachers #educators #COVID19 #lockdownindia #right #learning4all #Classof2020 #Trending 4/n,2
1.28e+18,"@ndtv @OnReality_Check BJP govt. has given 500 rupees to survive for one month in Jandhan account &amp; PM health insurance is covering illness expense. why hospitals are charging higher additional cost? Since there is no medicine for covid19, pataint only need food &amp; rest to recover automatically.",2
1.28e+18,That\u2019s the biggest research question in this #COVID19Pandemic - are some people genetically not susceptible to #SARSCoV2  and thus will never develop #covid19?\n\nJust like resistant to HIV where main mechanism is a mutation of gene encoding CCR5 which acts as a co-receptor for HIV https://t.co/MWubekJJPV,2
1.28e+18,Why the hell is #lucknowUniversity behind taking exam ?\nIf students get prone to covid19 will they take responsibility ?\n \n#LUagainstEXAMS,2
1.28e+18,I feel bad to see this releasing on OTT platform\nAlso I can't deny the fact that releasing it in big theatre won't be of much help either due to #COVID19\nSo can't we postpone this?\nWhen things get stable please release it on big screen\nRespect his struggle his loss for god's sake https://t.co/zJQDA337Pu,2
1.28e+18,"This pandemic is not the survival of the fittest, it is the survival of the richest #coronavirus #COVID19",2
1.28e+18,@CMODelhi #DelhiFightsCorona @ArvindKejriwal @LtGovDelhi #COVID19 Lessons should have been learnt from neighbouring states to strictly impose night curfew. Total Curfew on weekends to break the chain.,2
1.28e+18,"PrivateHospital charging 5lakh+ for  treatment of #COVID19 for medicines&amp; drugs, with no vaccine or Drug yet found, but no one has butt 2 mock them, but they'll mock a person who promoted yog worldwide,&amp; especially yog&amp; ayurved. Is it worth it???\n#coronilTablet #RamdevCoronaCure",2
1.28e+18,So Appropriate Message \ud83d\udc4d\ud83c\udffb\n#Salute to efforts of Sanitation Workers ; especially during #COVID19 \n#RespectFrontlineHeroes  \ud83d\ude4f\ud83c\udffb \n@SDMC_Official https://t.co/tkVXKu4LvC,2
1.28e+18,"Told you we ll have trend soon. Actually its nothing but lets have gossips.   \nForget about economy, social evils, injustice, foreign policy, COVID19, GDPA, health and education. Lets debate on OBL shadaat or kill?  \nhttps://t.co/AVAfjEkbX0 https://t.co/ilwQC6ZiAq",2
1.28e+18,"#CoronaUpdatesMaharashtra\nThe present count of #COVID19 patients-147741\nToday, newly 4841 patients identified positive.\nNewly 3661 patients cured today. Total 77453 patients discharged after cure.\nTotal Active patients- 63342, informed State Health Minister, Shri @rajeshtope11 https://t.co/dCy9wmObOI",2
1.28e+18,Respected @HMOIndia @PMOIndia can we stop people from leaving Delhi Mumbai &amp; Pune and going to any other state... as the small cities where no patients were found since january now getting patients in large numbers are mainly from these cities.. that's how we can slowdown covid19,2
1.28e+18,"The officials are groping in the dark as to what should be the path towards the revival of tourism post #Covid19 and no effort has been made to include the participation of stakeholders from the private sector, despite my efforts in this regard.",2
1.28e+18,"Looking at VARIOUS aspects of different parameters, top 5 states/UT in terms of concerted fight against #coronavirus are Andhra Pradesh, Tamil Nadu, Punjab, Jammu &amp; Kashmir, and West Bengal! #KejriwalInAction SUBHASH NAGPAL #PepsiSaveOurRestaurants #COVID19 #congchinacash",2
1.28e+18,"@ramprasad_c Yes, you are right. The stress should not be on the number of cases; R0 should be kept below 2. Stress should be on the number of fatalities coz of #COVID19. Increase in number of cases increase the protective herd immunity. \n\nThe fatality rate is the most important parameter.",2
1.28e+18,Stressed times #COVID19 #coronavirus @kavishala https://t.co/vWxTqtkKK3,2
1.28e+18,The Covid19 cases are increasing tremendously in UP state and the govt wants it to spread among student by reopening classes . Are MBBS students COVID19 resistant? Or are their life not valuable to UPGovt? https://t.co/IeJOUF4yrV,2
1.28e+18,"This video from Ambala bus stand where bus stand not following issued SOP, there is no screening, no social distance more the 30 passenger in bus. Police staff was there but no action. How we will stop corona? #COVID19 @cmohry @aajtak @indiatvnews @PMOIndia @AMBALABREAKING https://t.co/5a97gLkQT8",2
1.28e+18,"Three #Maharashtra Police personnel died of #COVID19 in last 24 hours, taking the toll in the state force to 54.",2
1.28e+18,"It is time that the GOI, Ministry of Tourism and Ministry of Civil Aviation should take action against Make My Trip. Due to COVID19 our flights were cancelled. Now due to attitude of Make My Trip, who is not booking return tickets to India, we are facing tremendous difficulties.",0
1.28e+18,Start Your Class 10th maths at your home.  Like Subscribe and Share.\n\nhttps://t.co/zuUxxjfPcX\n\n#cbse #CBSE #COVID19 #EducationNeverDies https://t.co/HcCHmkHot5,2
1.28e+18,"special awareness campaign for protection against Corona #COVID19 #MainSatarkHoon \nwearing a mask, maintaining Do Gaj Doori, following health protocols, taking precautions or doing your bit in raising awareness around you. https://t.co/IvsONQcmhx",2
1.28e+18,"#Bangladesh, #Nepal and other Asian countries are ready to leverage green finance for development and rebuilding post #COVID19. Sustainability and resilience are core to competitiveness. \nhttps://t.co/AyXx6dLac5\n\n#SustainableBankingNetwork https://t.co/9o1gMsvLt9",2
1.28e+18,"#Covid19 update #Maharashtra, June 25, 2020!! 4841 new positive cases, 192 deaths &amp; 3661 recoveries today. Total positive cases 63342. Total recoveries 77453. Death toll 6931.",2
1.28e+18,"@IIPHG1 &amp; @PHFI invites you to #COVID19 #modelling #webinar | 27th June, 2020 | 6:00 PM (IST) #speaker: Prof Arni Srinivasa Rao @AUG_University @AugCSM @MCG_AUG | #registration : https://t.co/7SUDcXVnZU https://t.co/2YF2hwTLTY",2
1.28e+18,"Corona Cases in Gautam Budh Nagar. UP District with Cities like Noida, Greater Noida inching close to 2000 Cases\n\n\ud83d\udd39 Total Cases 1811\n\ud83d\udd39 Recovered 1028\n\ud83d\udd39 Active Cases 763\n\ud83d\udd39 Deaths 20\n\n#Delhi #COVID19",2
1.28e+18,Sir DTU is forcing us for giving end term exams. They are not understanding that \nwe can't give exams in such pandemic situation where we are finding our knowns tested positive for covid19. Please cancel our exams @ArvindKejriwal @msisodia #CancelDTUExamss,2
