id,text,type
768609847885631492,"'We need chain saws..we need everything' #ItalyEarthquake survivors,21 dead 😱 https://t.co/tcTDnGgd32 📷 @alastairjam https://t.co/6qpTrOLpxW",0
768523257498611713,The Red Cross Wants Italians in Earthquake Disaster Area to Deactivate Wi-Fi Passwords: Enter your username a... https://t.co/hluY1D5PcL,0
768393012535844864,"#Terremoto Numeri Protezione Civile: 840840840/803555 Serve sangue.
Civil Protection Nos. Urgent need for blood donation #Italy #earthquake",0
768339620258021376,Want to help people caught in Italy's #earthquake? Consider donating to @ShelterBox &amp; @mapaction Both v practical https://t.co/MxvIXnFxEq,0
768364853870329857,"#Italy #earthquake || #Italia #terremoto

remember to remove password from #Wi-Fi networks.",0
768327899225157632,"#earthquake 
Avis Rieti 
hospital Avis ask for blood donors, all blood type.
https://t.co/XfYkNqqjgw",0
768352770495770624,#Earthquake of 6.0 degrees in the center of Italy. Blood needed in the hospitals of Ascoli Piceno and Rieti. Hundreds still buried alive,0
768344070708137985,If in the area affected by #earthquake in Italy please remove passwords from working wi-fi connections &amp; for emergencies call 800 840 840,0
768489755973709825,Italian Red Cross urges people to disable Wi-Fi passwords after devastating earthquake. A security expert has... https://t.co/pMbvD8TBo1,0
768318419217313793,#Italy earthquake: local officials calling for blood donations.,0
768454557840146432,"Earthquake in Italy:
Protezione Civile: 800 840 840
Prot. Civ. Lazio: 803 555
Please remove your WiFi password if in emergency zone.",0
768398808799711237,"From town: ""We need chain saws, shears to cut iron bars, and jacks to remove beams: everything, we need everything.""
https://t.co/hrfoKT5eD3",0
768461939769012224,Rescue workers are struggling to get vital digging equipment to an area of Italy hit by a powerful earthquake.,0
768492113352921089,Italian Red Cross has urged people to disable Wi-Fi passwords after earthquake https://t.co/sjNmCG4Kd1 https://t.co/zhy4AoDgK5,0
768480587170676737,"#ItalyEarthquake #RedCross asks folks near epicenter disable wifi passwords, help 1st responders communicate: @CNN https://t.co/1yH73FPkBL",0
768490876066680832,Se hace un llamado para que la gente desbloquee sus redes de #WiFi ante emergencia en #ItalyEarthquake https://t.co/HeS0f2xrSJ,0
768554573787193344,A sign of modern times - People urged to remove password from WiFi to help Italian earthquake relief https://t.co/8ObutXTmYb via @mashable,0
768637966675771392,Italy Earthquake death toll rises to 159; Need For Mobile Hospitals emphasised https://t.co/t8g8PkLiWz,0
768480605118009344,"New post: ""People urged to remove password from WiFi to help Italian earthquake relief"" https://t.co/QOMGJWB9Oj",0
768520457779896321,Red Cross wants Italians in #Earthquake Disaster Area to Deactivate Wi-Fi Passwords. #Terremoto,0
768320530055168000,#ITALY: #URGENTE-&gt; #TERREMOTO #Earthquake Critical Appeals For #Blood Donation of ALL KINDS! #SANGUE 🆘 @LiveEdges👊🏼🌬 https://t.co/10pG39rLE3,0
768286044605128704,"#Amatrice mayor (Rieti province close to epicentre): ""we need special units to rescue trapped people"" #terremoto #earthquake",0
768559918437789696,Italy Earthquake Emphasizes The Need For Mobile Hospitals https://t.co/Vs8pNItpQd,0
768397851386908673,"Sentivo che c'è bisogno di sangue, chi può donare aiuti! 
Blood needed for the earthquake emergency please RT!",0
768297334652350465,"#Blood, free #wifi, #ambulances &amp; #prayers is what needed NOW for #earthquake in Central #Italy #terremoto",0
768425824362127361,Italy Earthquake: 'No electricity or food' - Sabarina lives 8 miles from the epicentre https://t.co/neHftXIZnf via @audioBoom,0
768442765629722629,"Retweeted CNN International (@cnni):

The Red Cross is asking people in central Italy to turn off their wifi... https://t.co/hYhZpmQQxo",0
768400239203979264,My condolences to the people of Italy affected by this devastating earthquake. International relief assistance is needed.  Please help.,0
768502788313653248,#ItalyEarthquake guys please everyone donate as much as you can to these earthquake centers and donate blood and clothes please help out,0
768299309645254656,"Two reported dead in #arquata del tronto, people are asked to donate #blood  #amatrice #terremoto #earthquake https://t.co/x5W5xCshrp",0
768601291555688448,Italian earthquake victims asked to disable WiFi passwords https://t.co/C0Qd89ksu7,0
768580138401406976,Latest TUAW News Italian earthquake victims asked to disable WiFi passwords https://t.co/jfAOIE7iih,0
768331927011069952,Mayor of earthquake-hit Amatrice says: (1) stay off the roads near areas affected (2) go give blood if you can. #terrmoto,0
768439059442180096,6.2 earthquake devastated central Italy. Please donate to the Italian Red Cross to aid its search &amp; recovery effort https://t.co/Qwj65fV1b4,0
768492909112852480,(Wired UK):#Italian #Red Cross urges people to disable Wi-Fi passwords after devastating earthquake : A.. https://t.co/6OZmfDFnjb,0
768380171116240896,Please donate blood @ ospedale Lellis(Rieti)  #avisprovincialerieti #TerremotoItalia #earthquake #ItalyEarthquake,0
768339980913639424,Please open your WIFI to allow better communication in earthquake zones. https://t.co/dC03PC9UYY,0
768548480147161088,Italian Red Cross today requesting people in earthquake affected areas remove wifi passwords on routers to allow emergency use #EPTip,0
768371866474057728,"Can you please retweet for donations  to the Italian Red Cross for #earthquake  @TobiasMenzies , @TribeTobias ? https://t.co/O87XHGo6nR",0
768489250014662656,"@SpecialReport @ShannonBream Please help the PEOPLE in Italy. Devastating earthquake. We need to donate money, food, etc! Obama step up!",0
768395258426109952,Those in Italy who wish to show solidarity for the victims of earthquake can do so by donating blood at their nearest hospital #terremoto,0
768525046465892352,"Italy needs help! The earthquake left many people without home, hospitals need ambulances,… https://t.co/JGY7Hro511",0
768369544247271424,I'm ok. The earquake here wad minimal but we have problem with the water and shitty Wi-Fi. #earthquake #terremoto #ItalyEarthquake,0
768580329414066176,"Huuuuh, disaster orgs requesting opening wifi connections to bolster communication in the wake of Italy's earthquake https://t.co/IvBPEsX3Ar",0
768344380147138560,Also please donate blood #earthquake,0
768456114350333954,Donate blood in solidarity to earthquake victims.Please find the whole list of blood donation centers in Rome- https://t.co/yDli4ACrrj,0
768484304611454977,"""Red Cross: Turn your wi-fi password off"" https://t.co/qneEyPutC8",0
768318146000191488,Italy earthquake urgent blood donations needed #Rieti https://t.co/KWbl5HA1eG,0
768567839783473152,Italians ask for any donations for earthquake aid to be sent directly to Italian Red Cross @crocerossa #auspol  https://t.co/XVEhlTdIWn,0
768552041522135040,Red Cross requests Italians deactivate Wi-Fi router passwords to ease earthquake rescue efforts https://t.co/M853Ohmpz5,0
768681469623492608,Italian Red Cross urges locals to disable Wi-Fi passwords following devastating earthquake: The Croce Rossa t... https://t.co/uZ5EFV5kP8,0
768366578593308672,so sad for those affected by the earthquake😔😔 please donate blood !! #terremoto,0
768496350262460418,"Haven't seen this before:

The Red Cross Wants Italians in Earthquake Disaster Area to Deactivate Wi-Fi Passwords https://t.co/mIysOsmCNY",0
768581765858529281,"Italian earthquake victims asked to disable WiFi passwords, and it makes sense https://t.co/KM6rmMx2Yo",0
768509922631905280,“Locals urged to remove password from WiFi after earthquake” Mashable https://t.co/cF4bYVNReB,0
768342819043966976,Terrible earthquake in central Italy. Shocked. Our Civil Protection Department needs blood. Please help. #terremoto,0
768501059228696576,The Red Cross asks Italians to deactivate their password protection on their WiFi in the aftermath of an earthquake. https://t.co/ECIXrtMOYh,0
768408682350649344,"Foreign tourists in Rome, please see if you  can donate blood of all types for the #earthquake. https://t.co/DIGKoReJjn",0
768317536278568960,#BREAKING They are appealing for blood donations in #Amatrice #Italy after 6.2 magnitude #earthquake. @CorriereSociale,0
768489840417632257,Sharing #Technology #Startup #Founder News | Red Cross Asks Italians in Quake Zone to Disable Wi-Fi Passwords https://t.co/0V7ktdqjA5,0
768688368108601344,Italian Red Cross urges people to disable Wi-Fi passwords after devastating earthquake https://t.co/gg3hcD5fLZ &gt;&gt; Niet veilg. Wel nodig.,0
768757200634441728,« Want to help earthquake victims near you? Disable your WiFi password » https://t.co/rYaJ6ueTfc Le net c’est comme la bière : ça se partage,0
768735619195469824,Italian Red Cross: remove Wi-Fi password to help earthquake recovery. Security expert: hold on a second https://t.co/klQg0QhC1W,0
768900617045585920,Disable your WiFi passwords in times of crisis. #Louisianaflooding https://t.co/0B440jTaT9 via @thenextweb,0
768958535870799874,The Red Cross is urging Italians to turn their Wi-Fi passwords off after the earthquake: The Red Cross is urg... https://t.co/0icCzia1wM,0
768978532341014528,Donate to day to help save Victims or provide Food Water etc.... https://t.co/T4kc0zJZ7t,0
768721652091854848,Our support to all families affected by the earthquake in Italy. Donate Italian Red Cross: https://t.co/gln9IciljB https://t.co/2kb7VpXM8N,0
768717007768416256,"#help #earthquake plastic tablewear, water, detergents, long-life food #pleasedonate #everythingcanhelp https://t.co/tlbRMAAe9J",0
768858856482930688,BBC News: Earthquake rescuers seek unlocked wi-fi https://t.co/OnMJOSW1fP,0
768806059771367424,#TechnologyNews: Rescue teams searching for earthquake survivors trapped in central Italy have asked locals to unlock their wi-fi passwords.,0
768717751892533248,Italian Red Cross urges locals to disable WiFi passwords following devastating earthquake - https://t.co/LO3MrUR5dy,0
768857736486359040,Appeal for wi-fi connection in #earthquake areas in #Italy https://t.co/hdRIsdMPsl via @BBCNews,0
768705995337895936,"super interesting, small but huge #commisaid element in disaster response: turn off your wifi password https://t.co/3OLgbucPk8",0
768852021990400001,"I've really gotta get my earthquake prep game up! I need all the bottles of water, batteries, canned food, etc. #earthquakestress",0
768958970136518656,Italy quake rescuers ask locals to unlock their wi-fi# earthquake#emergency# wifi makes sense https://t.co/MVSH6xVHoZ,0
768820146085306368,BBC News Tech Italy quake rescuers ask locals to unlock their wi-fi: Rescue teams searching for earthquake su... https://t.co/TTNXsVQWdW,0
768853110483738624,"2all that asked how 2help,of course if u live abroad can't send food, but maybe clothes, blankets or money! Contact @crocerossa #earthquake",0
768792564891721728,Another way of donating if you are in Italy is to open up your wifi to allow others to use it. https://t.co/z0gyAI9KQk,0
768816836431327232,"Italy earthquake leads to open-air mortuaries, rescue teams running out of body bags,as looting spreads  https://t.co/HUArBf913e",0
768737582800928770,"#Earthquake Collection efforts taking place in #Florence today from 10am-10pm (asking for clothes, shoes, water) https://t.co/BVq2ADfSo4",0
768916182774624256,Italy Quake Rescuers Ask Locals To Unlock Their Wi-Fi: Rescue teams searching for earthquake survivors… https://t.co/IywqIQUjX4  | Slashdot,0
768820563221417984,#berita #teknologi Italy quake rescuers ask locals to unlock their wi-fi: Rescue teams se... https://t.co/2n35NLZW27 #WartaBeritaCentral,0
768799099684610048,"Red Cross urges Italians to turn off their wifi passwords. Essentially a pitch for free internet for all. 
https://t.co/Pq6CmfKisE",0
768735868219629569,Italians Urged to Remove Wifi Passwords to Help Earthquake Victims: Disaster communications. https://t.co/vARnuwXVbV,0
768850149040726018,"an alarm training button,in cage,cats push button, wifi alarm in house says, hey dummy hooman, get me out earthquake https://t.co/5lgvLrBllk",0
768809412744077312,"India needs an SOP for to override KYC for this. ""@BBCTech: Italy quake rescuers ask locals to unlock their wi-fi https://t.co/QsjbZdwPkG""",0
768783300341207041,Perugia earthquake: DONATE blood and funds. #PrayForItaly https://t.co/1A7E0F3fI2… https://t.co/gphspkL2aO https://t.co/oxYfoFj6ZA,0
768707126453764096,"RT TheNextWeb ""Want to help earthquake victims near you? Disable your Wi-Fi password https://t.co/rAQSfIwuSj https://t.co/ZAZIvhTEeq""",0
768743798461440000,The @RedCross is urging Italians to disable wifi passwords so responders and victims can communicate. #earthquake https://t.co/k9fNCjTpXz,0
768958328085049348,Italy quake rescuers ask locals to unlock their wi-fi | Short News: https://t.co/tJoOP4IyQq via @YouTube,0
768856637272576000,https://t.co/HZh6xGqe2e : Italy quake rescuers ask locals to unlock their wifi: Italy quake rescuers ask local... https://t.co/2jdIl78Tj3,0
768767120142393344,Our thoughts are with those who lost relatives and homes in #ItalyEarthquake. Please send donations @CaritasItaliana https://t.co/gubfoi1kTT,0
768745988664258560,"Donate clothes, shoes, water &amp; more in #Florence for victims of the #Earthquake, here's how and where https://t.co/OwkN9XRPP0",0
768838950140141568,"The @RedCross is urging Italians 🇮🇹 to turn their Wi-Fi #passwords off after the earthquake.
Via @businessinsider 

https://t.co/kg2msbKR7u",0
768944692889124864,"Italian Red Cross asks residents to unlock their wifi to aid in search and rescue after (terrible) earthquake 

https://t.co/WFq025mHR4",0
768817716996308992,"The #ItalyEarthquake has caused significant damage. Survivors need your help to access food, water, and medicine. https://t.co/Wkwp12obuW",0
768808279610884096,Red Cross asks Italians in earthquake disaster area to turn off Wi-Fi passwords  https://t.co/9fRHxWATtD,0
768890150524903424,@omertaricerca Well right now donating to the victims of the earthquake.. sent some mails to try and get the medicines. No answer so far.,0
768759688288727040,"Earthquake in central Italy, 247 dead so far. Blood donations needed: https://t.co/pjN7pRxnlX",0
768817709945610240,"Survivors of the magnitude 6.2 quake in #Italy seek shelter, left homeless. https://t.co/3t8UQTnfbS",0
768765233519296512,The simplest things mean a hell of a lot. Disable wifi in this and other situations: https://t.co/KA3BlVXPKK   #disablewifi,0
768948638240350208,Red Cross call on Italians to turn Wifi passwords off following earthquake https://t.co/To79ZGljgO,0
768902851959500800,"When mudslides &amp; earthquakes bury people, dogs rescue teams &amp; medical teams need to be immediately dispatched @UN https://t.co/uE8oUxmr1T",0
768823780093427712,The Red Cross asks Italians to deactivate their Wi-Fi passwords for earthquake relief: https://t.co/ttILZmKp0X … https://t.co/LfIAJYp0Q3,0
768860982072467456,Help quake victims near you by disabling your Wi-Fi password https://t.co/cARM7CwRxd,0
768785401418919936,#PingForADay &gt; Italy asks public to off Wi-Fi passwords for communication in earthquake aftermath. https://t.co/iZNjEzwf4p #WiFi #quake,0
768744737863897088,"Public service announcement, in event of disaster, donate your wifi and disable your wifi password. https://t.co/k9fNCjTpXz #psa #earthquake",0
768758887063355392,"Survivors of the 6.2M #ItalyEarthquake need emergency supplies like food, water, and medicine — donate today: https://t.co/2wOhYLZGok",0
768811382422724608,The role of telecom in crisis - The Red Cross is urging Italians to turn Wi-Fi passwords off after the earthquake https://t.co/yaeeEqA1ay,0
768828087412875265,#Italy quake rescuers ask locals to #unlock their wi-fi https://t.co/qytDs1J8Jy,0
768784240196591616,"@RedCross Please assist in rescue efforts, food, water, shelter, to the earthquake devastated area of Amatrice in Italy.",0
768736713476800513,Italians are being urged to drop their Wi-Fi passwords to help earthquake victims https://t.co/2bgmLfhoyO https://t.co/6yh2yYUlte,0
768792105451917312,"Amatrice, home town of Amatriciana sauce, has been destroyed by an earthquake: help the locals. via /r/food #food … https://t.co/iVzt9u4YN3",0
768804859407663108,"Blood urgently needed for #earthquake patients, where to donate in #florence #tuscany @rep_firenze #PrayingforItaly
https://t.co/gbXmIK7kIB",0
768913368027533312,"PLS If You/Ur Friends/Neighbors Can HELP the PPL of AMATRICE, ITALY From recent earthquake killing hundreds W/blankets, water &amp;/or $ Pls Do!",0
768870785578598400,"How can you help in #Emergency or #NaturalDisaster situations? Unlock your #WiFi for those in need to communicate.

https://t.co/oPPaEUIXfF",0
768790575541870592,Italy earthquake: Red Cross urges locals in affected areas to disable their WiFi passwords - International Busines… https://t.co/hLHN09AOrq,0
768608350737014785,Italian victims asked to disable WiFi passwords| This is making it able for malicious people to access info.  https://t.co/ekRnC0kyDE,0
768611530740948993,Modern #disasterrelief MT @engadget: #Italianearthquake residents asked to disable WiFi p/w https://t.co/kk2NZ0j6J3 https://t.co/LqbZVm37je,0
768387927520976896,"Go to blood donations!
#terremoto #earthquake",0
768433982002245633,"#News
Italian rescue worker reassures woman buried under #earthquake rubble 
#Capodacqua #Italy
🙏 DONATE BLOOD🆘
https://t.co/LrnUo407jL",0
768408502553509888,"Italy earthquake Blood Donation Emergency:
Below is the emergency phone number for the… https://t.co/Ib3iHi1d4r",0
768288931158695937,"Actions does more than thoughts or prayers! Like donating blood, food, water and shelter. #ItalyEarthquake #Italy #Earthquake",0
768597868051652608,New post on my blog: Italian earthquake victims asked to disable WiFi passwords https://t.co/AQR3xo9bCI,0
768363682837499904,Thoughts and prayers for the victims of the devastating earthquake in Central Italy. Please donate blood if you live in the area #earthquake,0
768352564601561088,If you live in central #Italy please consider donating blood to help the victims of the #earthquake this morning. https://t.co/Zgq6JA1dRT,0
768340979413815296,"Rieti hospital in Italy is asking for blood donors of all blood types #terremoto #italyearthquake

https://t.co/OVEt4hiZdd",0
768499618581581825,People urged to remove password from WiFi to help Italian earthquake relief: Multiple organizations and insti... https://t.co/amUrkaQEIk,0
768482875947651072,( ! #Axeliito_x3 ! ) People urged to remove password from WiFi to help Italian earthquake... https://t.co/jZkrQftJxH - $ #WizKhalifa $ -,0
768394761648611328,@SoniaCerca so did the loss of wifi have anything to do with the earthquake or no?,0
768285039759069186,"#Earthquake in Italy: at #Amatrice town high damages, streets blocked and one bridge fell down. Mayor ask for help. https://t.co/TFOJ89HXaJ",0
768341571318255617,International tourists in Central Italy: stay away from Via Salaria. Rescue teams and emergency vehicles need it free #Earthquake #terremoto,0
768458079402885120,"Unable to get into the hospital, earthquake victims are being treated in the parking lot. #ItalyEarthquake  https://t.co/UzQRaysXtr",0
768559917892370433,Italy Earthquake Emphasizes The Need For Mobile Hospitals: BLU-MED Response Systems' Disaster Response Stockpile… https://t.co/wufBk3MrBF,0
768538386172878852,Italian Red Cross urges people near earthquake epicenter to open their Wi-Fi nets by removing the password - https://t.co/qpOIXY3fQO,0
768346610573148160,"If you're traveling through Central Italy and read this, please consider going to give blood. All types are needed. #earthquake #terremoto",0
768609847885631492,"'We need chain saws..we need everything' #ItalyEarthquake survivors,21 dead 😱 https://t.co/tcTDnGgd32 📷 @alastairjam https://t.co/6qpTrOLpxW",0
768523257498611713,The Red Cross Wants Italians in Earthquake Disaster Area to Deactivate Wi-Fi Passwords: Enter your username a... https://t.co/hluY1D5PcL,0
768393012535844864,"#Terremoto Numeri Protezione Civile: 840840840/803555 Serve sangue.
Civil Protection Nos. Urgent need for blood donation #Italy #earthquake",0
768339620258021376,Want to help people caught in Italy's #earthquake? Consider donating to @ShelterBox &amp; @mapaction Both v practical https://t.co/MxvIXnFxEq,0
768364853870329857,"#Italy #earthquake || #Italia #terremoto

remember to remove password from #Wi-Fi networks.",0
768327899225157632,"#earthquake 
Avis Rieti 
hospital Avis ask for blood donors, all blood type.
https://t.co/XfYkNqqjgw",0
768352770495770624,#Earthquake of 6.0 degrees in the center of Italy. Blood needed in the hospitals of Ascoli Piceno and Rieti. Hundreds still buried alive,0
768344070708137985,If in the area affected by #earthquake in Italy please remove passwords from working wi-fi connections &amp; for emergencies call 800 840 840,0
768489755973709825,Italian Red Cross urges people to disable Wi-Fi passwords after devastating earthquake. A security expert has... https://t.co/pMbvD8TBo1,0
768318419217313793,#Italy earthquake: local officials calling for blood donations.,0
768454557840146432,"Earthquake in Italy:
Protezione Civile: 800 840 840
Prot. Civ. Lazio: 803 555
Please remove your WiFi password if in emergency zone.",0
768398808799711237,"From town: ""We need chain saws, shears to cut iron bars, and jacks to remove beams: everything, we need everything.""
https://t.co/hrfoKT5eD3",0
768461939769012224,Rescue workers are struggling to get vital digging equipment to an area of Italy hit by a powerful earthquake.,0
768492113352921089,Italian Red Cross has urged people to disable Wi-Fi passwords after earthquake https://t.co/sjNmCG4Kd1 https://t.co/zhy4AoDgK5,0
768480587170676737,"#ItalyEarthquake #RedCross asks folks near epicenter disable wifi passwords, help 1st responders communicate: @CNN https://t.co/1yH73FPkBL",0
768490876066680832,Se hace un llamado para que la gente desbloquee sus redes de #WiFi ante emergencia en #ItalyEarthquake https://t.co/HeS0f2xrSJ,0
768554573787193344,A sign of modern times - People urged to remove password from WiFi to help Italian earthquake relief https://t.co/8ObutXTmYb via @mashable,0
768637966675771392,Italy Earthquake death toll rises to 159; Need For Mobile Hospitals emphasised https://t.co/t8g8PkLiWz,0
768480605118009344,"New post: ""People urged to remove password from WiFi to help Italian earthquake relief"" https://t.co/QOMGJWB9Oj",0
768520457779896321,Red Cross wants Italians in #Earthquake Disaster Area to Deactivate Wi-Fi Passwords. #Terremoto,0
768320530055168000,#ITALY: #URGENTE-&gt; #TERREMOTO #Earthquake Critical Appeals For #Blood Donation of ALL KINDS! #SANGUE 🆘 @LiveEdges👊🏼🌬 https://t.co/10pG39rLE3,0
768286044605128704,"#Amatrice mayor (Rieti province close to epicentre): ""we need special units to rescue trapped people"" #terremoto #earthquake",0
768559918437789696,Italy Earthquake Emphasizes The Need For Mobile Hospitals https://t.co/Vs8pNItpQd,0
768397851386908673,"Sentivo che c'è bisogno di sangue, chi può donare aiuti! 
Blood needed for the earthquake emergency please RT!",0
768297334652350465,"#Blood, free #wifi, #ambulances &amp; #prayers is what needed NOW for #earthquake in Central #Italy #terremoto",0
768425824362127361,Italy Earthquake: 'No electricity or food' - Sabarina lives 8 miles from the epicentre https://t.co/neHftXIZnf via @audioBoom,0
768442765629722629,"Retweeted CNN International (@cnni):

The Red Cross is asking people in central Italy to turn off their wifi... https://t.co/hYhZpmQQxo",0
768400239203979264,My condolences to the people of Italy affected by this devastating earthquake. International relief assistance is needed.  Please help.,0
768502788313653248,#ItalyEarthquake guys please everyone donate as much as you can to these earthquake centers and donate blood and clothes please help out,0
768299309645254656,"Two reported dead in #arquata del tronto, people are asked to donate #blood  #amatrice #terremoto #earthquake https://t.co/x5W5xCshrp",0
768601291555688448,Italian earthquake victims asked to disable WiFi passwords https://t.co/C0Qd89ksu7,0
768580138401406976,Latest TUAW News Italian earthquake victims asked to disable WiFi passwords https://t.co/jfAOIE7iih,0
768331927011069952,Mayor of earthquake-hit Amatrice says: (1) stay off the roads near areas affected (2) go give blood if you can. #terrmoto,0
768439059442180096,6.2 earthquake devastated central Italy. Please donate to the Italian Red Cross to aid its search &amp; recovery effort https://t.co/Qwj65fV1b4,0
768492909112852480,(Wired UK):#Italian #Red Cross urges people to disable Wi-Fi passwords after devastating earthquake : A.. https://t.co/6OZmfDFnjb,0
768380171116240896,Please donate blood @ ospedale Lellis(Rieti)  #avisprovincialerieti #TerremotoItalia #earthquake #ItalyEarthquake,0
768339980913639424,Please open your WIFI to allow better communication in earthquake zones. https://t.co/dC03PC9UYY,0
768548480147161088,Italian Red Cross today requesting people in earthquake affected areas remove wifi passwords on routers to allow emergency use #EPTip,0
768371866474057728,"Can you please retweet for donations  to the Italian Red Cross for #earthquake  @TobiasMenzies , @TribeTobias ? https://t.co/O87XHGo6nR",0
768489250014662656,"@SpecialReport @ShannonBream Please help the PEOPLE in Italy. Devastating earthquake. We need to donate money, food, etc! Obama step up!",0
768395258426109952,Those in Italy who wish to show solidarity for the victims of earthquake can do so by donating blood at their nearest hospital #terremoto,0
768525046465892352,"Italy needs help! The earthquake left many people without home, hospitals need ambulances,… https://t.co/JGY7Hro511",0
768369544247271424,I'm ok. The earquake here wad minimal but we have problem with the water and shitty Wi-Fi. #earthquake #terremoto #ItalyEarthquake,0
768580329414066176,"Huuuuh, disaster orgs requesting opening wifi connections to bolster communication in the wake of Italy's earthquake https://t.co/IvBPEsX3Ar",0
768344380147138560,Also please donate blood #earthquake,0
768456114350333954,Donate blood in solidarity to earthquake victims.Please find the whole list of blood donation centers in Rome- https://t.co/yDli4ACrrj,0
768484304611454977,"""Red Cross: Turn your wi-fi password off"" https://t.co/qneEyPutC8",0
768318146000191488,Italy earthquake urgent blood donations needed #Rieti https://t.co/KWbl5HA1eG,0
768567839783473152,Italians ask for any donations for earthquake aid to be sent directly to Italian Red Cross @crocerossa #auspol  https://t.co/XVEhlTdIWn,0
768552041522135040,Red Cross requests Italians deactivate Wi-Fi router passwords to ease earthquake rescue efforts https://t.co/M853Ohmpz5,0
768681469623492608,Italian Red Cross urges locals to disable Wi-Fi passwords following devastating earthquake: The Croce Rossa t... https://t.co/uZ5EFV5kP8,0
768366578593308672,so sad for those affected by the earthquake😔😔 please donate blood !! #terremoto,0
768496350262460418,"Haven't seen this before:

The Red Cross Wants Italians in Earthquake Disaster Area to Deactivate Wi-Fi Passwords https://t.co/mIysOsmCNY",0
768581765858529281,"Italian earthquake victims asked to disable WiFi passwords, and it makes sense https://t.co/KM6rmMx2Yo",0
768509922631905280,“Locals urged to remove password from WiFi after earthquake” Mashable https://t.co/cF4bYVNReB,0
768342819043966976,Terrible earthquake in central Italy. Shocked. Our Civil Protection Department needs blood. Please help. #terremoto,0
768501059228696576,The Red Cross asks Italians to deactivate their password protection on their WiFi in the aftermath of an earthquake. https://t.co/ECIXrtMOYh,0
768408682350649344,"Foreign tourists in Rome, please see if you  can donate blood of all types for the #earthquake. https://t.co/DIGKoReJjn",0
768317536278568960,#BREAKING They are appealing for blood donations in #Amatrice #Italy after 6.2 magnitude #earthquake. @CorriereSociale,0
768489840417632257,Sharing #Technology #Startup #Founder News | Red Cross Asks Italians in Quake Zone to Disable Wi-Fi Passwords https://t.co/0V7ktdqjA5,0
768688368108601344,Italian Red Cross urges people to disable Wi-Fi passwords after devastating earthquake https://t.co/gg3hcD5fLZ &gt;&gt; Niet veilg. Wel nodig.,0
768757200634441728,« Want to help earthquake victims near you? Disable your WiFi password » https://t.co/rYaJ6ueTfc Le net c’est comme la bière : ça se partage,0
768735619195469824,Italian Red Cross: remove Wi-Fi password to help earthquake recovery. Security expert: hold on a second https://t.co/klQg0QhC1W,0
768900617045585920,Disable your WiFi passwords in times of crisis. #Louisianaflooding https://t.co/0B440jTaT9 via @thenextweb,0
768958535870799874,The Red Cross is urging Italians to turn their Wi-Fi passwords off after the earthquake: The Red Cross is urg... https://t.co/0icCzia1wM,0
768978532341014528,Donate to day to help save Victims or provide Food Water etc.... https://t.co/T4kc0zJZ7t,0
768721652091854848,Our support to all families affected by the earthquake in Italy. Donate Italian Red Cross: https://t.co/gln9IciljB https://t.co/2kb7VpXM8N,0
