text,label,,,
"Food for thought... The precipitation came from Hurricane Sandy, and ended up as a wet snow due to the cold front... http://fb.me/yyg5ZE6n ",1,,,
RT @NJNationalGuard READ: Important information about FOOD CONTAMINATION  after Hurricane Sandy. http://fb.me/25N90sfd4  #southjersey,1,,,
@TheRealSRT ha..ate way too much storm food. Now I need #Equinox to be open so I can work off Hurricane Sandy!!,1,,,
RT @NJNationalGuard READ: Important information about FOOD CONTAMINATION  after Hurricane Sandy. http://fb.me/25N90sfd4  #NJ #northjersey,1,,,
If anybody is a victim of hurricane sandy and is without food or water call 1-800-622-FEMA,1,,,
Please read. Important information about food contamination after Hurricane Sandy. http://fb.me/25N90sfd4 ,1,,,
"(#Food Article) Video Interlude: Watch Hurricane Sandy Batter a New Jersey Restaurant: 

Last ni... http://bit.ly/W2Cy5U  #TeamFollowBack",1,,,
Keep Food and Family Safe During Power Outage from Hurricane Sandy http://goo.gl/fb/WRs6W  #foodsafety #currentnews,0,,,
Keep Food and Family Safe During Power Outage from Hurricane Sandy:  http://bit.ly/Yj5uUH ,0,,,
Keep Food and Family Safe During Power Outage from Hurricane Sandy: http://www.emaxhealth.com/1506/keep-food-and-family-safe-during-power-outage-hurricane-sandy#.UI_z440inT4.twitter …,0,,,
"Hurricane Sandy victims in the city in need of water, flashlights, candles, food, and more. Help us by giving online: http://fb.me/1EGKFEfP2 ",1,,,
"It will be interesting to see how Romney pulls off this ""Hurricane Sandy relief event"" in OH. Looks like a regular rally + canned food.",1,,,
Keep Food and Family Safe During Power Outage from Hurricane Sandy - eMaxHealth: eMaxHealthKeep Food and Family ... http://adf.ly/EBhDE ,0,,,
Keep Food and Family Safe During Power Outage from Hurricane Sandy: http://www.emaxhealth.com/1506/keep-food-and-family-safe-during-power-outage-hurricane-sandy … #nyc,0,,,
"i think Hurricane Sandy was a conspiracy between Food Chains (Costco, Giant, BJ's, etc) and the Weather Teams…They eatin good off us now...",1,,,
"Already thinking about lunch after damage control due to Hurricane Sandy?  Well, our food will get you through.... http://fb.me/PS8Q0vc7 ",1,,,
"If u live in 1 of those places that is affected by the hurricane sandy,please help animals.Take em somewhere safe n provide food&water 4 'em",1,,,
i would like to s/o all the parents who overreacted like a mofo about hurricane sandy and bought a lot of food.. y'all some dumb mothafuckas,1,,,
Keep Food and Family Safe During Power Outage from Hurricane Sandy: http://www.emaxhealth.com/1506/keep-food-and-family-safe-during-power-outage-hurricane-sandy#.UI_tKvQQn2o.twitter …,0,,,
"We welcome local residents who r w/out power or affected by Hurricane Sandy 2 come2 the mall as stores, restaurants & food court r open.",1,,,
"Hurricane Sandy created a boom for Utah's Food Storage industry http://communitycolor.blogspot.com/2012/10/relief-responsibility-and-funky-food.html … But, what should one do with old stored food?",1,,,
"As Hurricane #Sandy is in full force, it is important to remember these food safety tips from the FDA http://ow.ly/eSJbs ",1,,,
“@DanyaAurora: Food safety during Hurricane Sandy -Tips on how to keep your food safe #Sandy http://www.examiner.com/article/food-safety-during-hurricane-sandy …” #Foodsafety #food,0,,,
Do to Hurricane Sandy we have eaten through most of the candy. Kids can expect cans of non perishable food if Halloween is not canceled.,0,,,
"Daily #Food and #Ag news from our SITE System: #Hurricane #Sandy: #Foodsafety, closed stores, anti-price gouging - http://ow.ly/eSImU ",1,,,
"How to Keep Your Food Safe when a Hurricane Hits: As Hurricane Sandy continues to bear down on the east coast, m... http://adf.ly/EBbxH ",1,,,
Food safety during Hurricane Sandy -Tips on how to keep your food safe #Sandy http://www.examiner.com/article/food-safety-during-hurricane-sandy …,0,,,
Tips on keeping food safe when the power goes out.... Be safe everyone who has been hit by Hurricane Sandy. http://fb.me/21InCtGYU ,0,,,
"Not even Hurricane Sandy can shut us down! Beer is cold, food is hot & the news is on!",1,,,
Lol @ the people that stocked up on water and food and Hurricane Sandy didn't even flicker their lights! ,0,,,
Pls click for free daily. This helps get food for rescue animals http://tiny.cc/3wwzmw  Thank you so much. || #hurricane #sandy #rescue #pets,1,,,
Day 2 of hurricane sandy. The cheplics seem to be holding  strong with electricity and food. There's nobody with in a 70 foot radius.,1,,,
"It's important to be ready before, during, and after storms like Hurricane Sandy. Learn how to keep your food and... http://fb.me/1KK8Ee5Q9 ",1,,,
Have sent food packages to those affected by Hurricane #Sandy. I hope the Americans like foreign food. We're sending them salad.,1,,,
Sending food packages to those affected by Hurricane #Sandy. Hope the Americans like foreign food. We're sending salad.,1,,,
Survived Hurricane Sandy. No power and only problem is no food. I guess I'll have to make due with #MyofusionPro,1,,,
A Look at Today’s Health News: From keeping your food safe after Hurricane Sandy to preventing childhood obesity... http://bit.ly/RmvbP4 ,0,,,
"Come see me we got food lol RT @durrah_unique: Yes, I'm going outside. Fuck a hurricane Sandy. I'm hungry & bored. Shit getting real ",1,,,
Sister-in-law's been out with her son in New York looking for food! Can't find any! The new NY-Diet brought to you by Hurricane Sandy,1,,,
How to keep your food safe if Hurricane #Sandy cuts electricityhttp://bit.ly/V0pKvB ,0,,,
#day2 food is way better than #day1 #hurricane #sandy #hiltonhotel #foodporn #instagood http://instagr.am/p/RaLHyOgR2e/ ,0,,,
She said hurricane Sandy mad cause she need her food stamps,1,,,
I gave this lady behind the counter money and she let me steal a certain amount of food to survive this hurricane. #Sandy,1,,,
Has Hurricane Sandy knocked your power out?  Read our tips on how to keep food safe when the power's out: http://bit.ly/nej2aE ,0,,,
sincere Sympathies to all those affected by Hurricane Sandy. We will be serving food from 11am onwards.,0,,,
Whats today agenda? RT @TONY_KASH: Survived hurricane Sandy with sour & food,1,,,
"Hurricane Sandy: Food safety, closed stores, anti-price gouging http://www.latimes.com/business/money/la-fi-mo-sandy-food-stores-consumers-20121029,0,757728.story …",1,,,
Survived hurricane Sandy with sour & food,1,,,
"Thankful God gave my family & I the complete protection from hurricane sandy. Instead God gave us family time, good food, movies, & laughs!",0,,,
"RT @DefendAg How Long Will Food Last in the Fridge if You Lose Power?: Hurricane Sandy is here with rain,  http://bit.ly/SdpuF3  #Agriculture",1,,,
"After all the damage caused by Hurricane #Sandy, going from door to door tomorrow asking for food just seems sad. #halloweenbeggars",1,,,
Why do people turn 2 food in bad weather? #sandysnacks What Did U Eat During Hurricane Sandy? http://ti.me/S9ha8A  @TIMEIdeas #frankenstorm,1,,,
So you know the riot that would have form if Thanksgiving was cancelled because of Hurricane Sandy?? The waste of food due to lost power?!!,1,,,
"How Long Will Food Last in the Fridge if You Lose Power?: Hurricane Sandy is here with rain, wind a... http://bit.ly/SdpuF3  #Agriculture",1,,,
How to keep your FOOD SAFE if Hurricane Sandy cuts electricity!... http://fb.me/1m5Ih5F8z ,0,,,
How to keep your FOOD SAFE if Hurricane Sandy cuts electricity!... http://fb.me/10CgwQLbt ,0,,,
How to keep your FOOD SAFE if Hurricane Sandy cuts electricity!... http://fb.me/MxO2xsP2 ,0,,,
How to keep your FOOD SAFE if Hurricane Sandy cuts electricity!... http://fb.me/wPyCaubP ,0,,,
I am so bloated from all this damn junk food..I need to detox. Asap. Thanks a lot hurricane sandy for making me fat!,1,,,
"my timeline is full of hurricane, hurricane, sandy, hurricane, ex boyfriends, one direction, hurricane, ex boyfriends and food",1,,,
I have spent all day packing disaster relief food packages to send to the US for those affected by Hurricane Sandy.We're sending them salad.,1,,,
"Hurricane Sandy is that family member that just shows up, eats up all the food, scares the kids, & don't flush or clean up after themselves.",1,,,
"Awake and light beginning to filter through windows. 
No Internet and no cable.. But still have power and lots of food. 
#hurricane #sandy",1,,,
"Good morning! the farmers are paid and the food market is up 30 percent! We can all thank hurricane sandy for that one, and now back you!",0,,,
"There may be no hurricane Sandy here in BsAs, but here are some foods to keep stocked just in case of natural disasters:...",1,,,
Due to technical issues (Hurricane Sandy???) Rita's will be closed for food service tonight. The bar and venue will be open as normal.,1,,,
"Food Blog - Recipe: Autumn Ratatouille...and Smorgasburg Comes to Whole Foods!: 
{Hurricane Sandy Update - I hav... http://bit.ly/SdbwD5 ",1,,,
Hurricane Sandy meant no work. Sounded like a Chocolate Cake day to me! $5 at Whole Foods. #wholefoods http://ow.ly/i/14zpd ,1,,,
"Food And Travel Top story: 7 Fake Hurricane Sandy Photos You're Sharing on Social M… http://mashable.com/2012/10/29/fake-hurricane-sandy-photos …, see more http://tweetedtimes.com/Blog_The_World/food-and-wine …",1,,,
Hurricane Sandy Please Leave New Jersey So My Cusiens Can Go Home AND STOP EATING ALL THE DAMN FOOD IN MY HOUSEEEE !!,1,,,
"More than pics of food? RT @Gizmodo according to Instagram CEO, users posting 10 Hurricane #Sandy pics every second: http://gizmo.do/yL6iee ",1,,,
"@Estherilla_ RTCC Live: Hurricane Sandy leaves 52 dead in Haiti and devastates crops, food security fears grow http://tinyurl.com/95kcgfx ",1,,,
"RTCC Live: Hurricane Sandy leaves 52 dead in Haiti and devastates crops, food security fears grow http://tinyurl.com/95kcgfx ",1,,,
"Soho Grand has brought out #Hurricane #Sandy food menu to keep its guest cheery #YourEveryNeed. Stay safe NYC, we you. @SohoGrandHotel",0,,,
"Storm damages crops in Haiti, fueling food price woes: 
As Hurricane Sandy batters the eastern US, the full exte... http://bit.ly/W1qSQU ",1,,,
“@Jamaica_Events: Jamaica Hurricane Sandy Relief Food For The Poor And JCA Donations http://dlvr.it/2PTjS5  #JamaicaEvents”,1,,,
Jamaica Hurricane Sandy Relief Food For The Poor And JCA Donations http://dlvr.it/2PTjS5  #JamaicaEvents,1,,,
Strongly suspect that Hurricane Sandy is just a marketing ploy by the Junk Food Association of America.,1,,,
LMAO - guy on the Hurricane Sandy coverage saying he's got two freezers full of food ready. Have fun eating half-melted food/being poisoned,1,,,
"I hope all east coasters are safe and warm during hurricane #Sandy ! If u can, check on your neighbors, share your food and flashlights!",0,,,
"5 Food #Movies to Get You Through Hurricane Sandy - New York: Now that you've stocked up on water, soup and booz... http://bit.ly/ScccbS ",1,,,
Food Safety Tips During Hurricane Sandy Power Outage: As Hurricane Sandy has experts calling it a super storm fo... http://bit.ly/ScazuG ,1,,,
Food Safety Tips During Hurricane Sandy Power Outage: As Hurricane Sandy has experts calling it a super storm fo... http://bit.ly/Scaxmu ,1,,,
How to keep your food safe if Hurricane Sandy cuts electricity http://bit.ly/XQz3gZ ,0,,,
"Hurricane Sandy: Food safety, closed stores, anti-price gouging - Los Angeles Times http://dlvr.it/2PRtW9 ",1,,,
How to keep your food safe during Hurricane Sandy http://fb.me/1CdZ8OVcc ,0,,,
"Topix - Food: Hurricane Cocktails: As Hurricane Sandy envelops the Eastern seaboard, there's not much that can b... http://bit.ly/SYrCk2 ",1,,,
Food Safety Tips During Hurricane Sandy - Legal Examiner http://dlvr.it/2PRVwR ,1,,,
"5 Food Movies to Get You Through Hurricane Sandy - New York ...: Now that you've stocked up on water, soup and b... http://bit.ly/V2Wrsi ",1,,,
Hurricane Sandy could leave people fighting in the streets for basic necessities like food gas: (NaturalNews) Mo... http://bit.ly/XQhVrN ,1,,,
"5 Food Movies to Get You Through Hurricane Sandy - New York ...: Now that you've stocked up on water, soup and b... http://bit.ly/V2UWKG ",1,,,
"According to Instagram, Hurricane Sandy's aftermath is everyone making delicious food.",0,,,
Either Hurricane #Sandy was inside the trailer of tonight's shipment or the truck driver took some sharp turns. Food everywhere....#Sigh,1,,,
"Fortunate to have power, a place to rest my head, running clean water, food, and help if needed throughout this Hurricane Sandy disaster.",1,,,
"Man my Big Bro E is survivin Hurricane Sandy right now in Uptown Manhattan, 
New York, no power no food, keep him in your prayers",1,,,
"""Today, my dad decided to start preparing for Hurricane Sandy by buying $300 worth of long-life and canned food. We live in Australia. FML""",1,,,
"Food Safety Tips During Hurricane Sandy: With Hurricane Sandy set to bear down on the Northeast, some may be won... http://bit.ly/SbAFOm ",1,,,
"How to keep your food safe if Hurricane Sandy cuts electricity: For a full list of foods, check out FoodSafety.g... http://bit.ly/SbAFxY ",1,,,
"Big thanks for everyone who texted or called to check on me during hurricane #Sandy. I am well in my hotel room with power, food, and water",1,,,
"""@Avesterr: If Sandy wouldnt had come, i would never had this much food in my house . Thank You Hurricane Sandy :D""",0,,,
Definitely ate about 75% of my emergency food for Hurricane Sandy. That's why I would never survive in a major disaster...,1,,,
Imagine having bunk-o-rama during hurricane sandy? So many movies and SO much food #whatelse #fatcamp #EPIC #watitohproblems,1,,,
So TacoBell are giving out free food from 2pm to 6pm because of Hurricane Sandy?,1,,,
Hurricane Sandy is a little scary. I'm not trynna lose all my food.,1,,,
“@shinny184: The only time when my house has food is when there's a hurricane #Sandy”. Exactly,1,,,
It doesn't take Hurricane Sandy to tell me to stock up in food. Baked a whole batch of cookies just in case :D :D,0,,,
#hurricane #sandy ready. Belvedere svedka bud light chinese food snacks and mad boot leg dvds http://instagr.am/p/RZJqbXLUiR/ ,1,,,
LOL tru RT @TEAMWOLFSTAMP: I had pussy wetter then hurricane sandy. The media hyped that storm up the to make people panic and buy food!!,0,,,
"Hurricane Food Safety 101: By News DeskAs Hurricane Sandy hits the Mid Atlantic, causing wide... http://bit.ly/SXUwRl  HT @foodsafetynews",1,,,
Junk food is not a good way to deal with a hurricane. Now I'm in pain AND in the middle of a hurricane. #Sandy #Crohns,1,,,
"American Apparel had a Hurricane Sandy Sale in selected states.......I hate Hurricane themed everything (parties, cuddles buds, foods) No.",1,,,
"My lil hermano @WhyAmISoTall is still good in NYC. He has power, food, and an awesome beard. Hurricane Sandy is no match for him!",0,,,
"“@FamousHumor: I'm on a seafood diet. Every time I see food, I eat it.” This is mean during hurricane Sandy @nikitaagrawal",1,,,
"In the midst of this chaos with Hurricane Sandy, I made myself croissants as comfort food. A small one came o… http://tmblr.co/ZUldzwWFOoQe ",1,,,
"I would much rather have classes than no electricity or food. Pray that Hurricane Sandy stops, not that you don't have school.",1,,,
"Hurricane Sandy is going to mean staying inside, loading up on food & watching movies which means my life is about to stay exactly the same.",1,,,
I’m about to go hurricane sandy on my food cabinets and fridge lol,0,,,
How to keep your food safe if Hurricane Sandy cuts electricity http://www.cbsnews.com/8301-204_162-57541978/how-to-keep-your-food-safe-if-hurricane-sandy-cuts-electricity/?tag=socsh … via @CBSNews,0,,,
"Too bad Wesley Willis isn't around to do a ""Hurricane Sandy"" song: ""Rock over DC. Rock over NYC. Perishable food: eats of the powerless.""",1,,,
"“@NalaSuray: Hurricane Sandy wasn't so bad. Spent the day with one of my faves. Movies, naps, and great food.”<<~ I think we all ate today!",1,,,
"Mom gave me $200 for Hurricane Sandy food ""just incase"" all I can think about is how much beefaronie I could buy with it.",1,,,
Weed Food & Shawnyyy = FUCK HURRICANE SANDY,1,,,
@michaelpollan Glad you're focused on the important things like people eating local food DURING A HURRICANE. #Sandy,1,,,
"@CHICOLO_CINCO I know, lol. I never said she was, lmao. I could've said ""Hurricane Sandy *is* a great excuse,"" but it's too late to buy food",1,,,
"Rain. Technically not food but would die without it.
Also, hurricane sandy was boring... yeah, I missed work http://instagr.am/p/RZCER2ssV6/ ",1,,,
The only thing hurricane sandy has effected was the amount of food I consumed today due to extreme boredom. #mylife #noteatingfortwoweeks,1,,,
@ImBoom_DANAmite @_SuaveYoungin Fuck water! Hurricane Sandy got me with that.....I need FOOD!!! lol,1,,,
"OH - Atlantic City man riding out Hurricane Sandy at Jersey Shore..""I've got food, ice and the 2nd Amendment, so I'm good.""",1,,,
"i mean overtime pay, free taxis, free food, and a $20 tip is how hurricane sandy has been treatin me soooo yeah",1,,,
And My Food Is Done #Chef  @ Hurricane Sandy Safe House http://instagr.am/p/RZAKx3lmXa/ ,0,,,
100 billion dollars in damage cus of hurricane Sandy.....that's all the money you've wasted on food. @Sanderrz,1,,,
"Honestly, Hurricane Sandy was a great excuse to buy a shitload of junk food.",0,,,
"Hurricane Sandy: Food safety, closed stores, anti-price gouging - Los Angeles Times http://dlvr.it/2PPnBf ",1,,,
"Hurricane Sandy=chinese food, massive sleepover, Harry Potter, and candy :) #stayinginside",1,,,
How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/Vz4f0o ,0,,,
