text,label,,,
"""Grocery stores will quickly sell out of food during a blizzard, so be sure to stock up on supplies several days... http://fb.me/46NKMXob9 ",1,,,
"""Historic blizzard? Meh. I've seen worse.""

 ""Delicious food? Meh. Not as good as [someplace they went on a trip one time].""",1,,,
"""I have a right to travel at my own risk during a blizzard and scream LIBERTY as loud as I can as my car careens into an intersection""",1,,,
"""I hope everyone gets in a bad car accident and dies and we get a blizzard for 2 years""-Alli cuz no snow day pic.twitter.com/ZLhQaUAUeu",1,,,
"""Let's blizzard and chill""  come over and bring food lol",0,,,
"""Low on food, Laura and her family are forced to eat the strangers they offered shelter from the blizzard.""
@ClarkHat @Daddy_Warpig",1,,,
"""Make sure you have enough food&water this weekend. don't drive. be safe. Do you need to board the Windows?""
Mom. Blizzard. Not hurricane.",1,,,
"""Massive blizzard. Better hop in my car and drive."" - the northeast",1,,,
"""Meantime, grocery shoppers stuffed their carts with more food than any human could eat during a three-day blizzard"" https://twitter.com/jerryzremski/status/690571940675747840 …",1,,,
"""Mom, I'm brain damaged, but even I know it's weird for you to be home today. Blizzard's coming, go buy me food!"" pic.twitter.com/5D4LlvektD",1,,,
"""My husband once did something whack;
Left his car window open a crack
In a blizzard, alas.
Snow flew over the g...""
http://www.madkane.com/humor_blog/2016/01/28/blizzard-humor-4/ …",1,,,
"""Need a ride home?"" ""well sure"" ""ok bring me a blizzard from work""",0,,,
"""shelter in place"" during DC blizzard http://www.fox5dc.com/news/79634327-story … Another new term from those who would rule us.",1,,,
"""So dad you got food right?"" ""What? Why?"" ""The blizzard? You guys'll get over a foot."" ""Oh. I'll pick up some cookies on my way home."" ""...""",1,,,
"""U.S. Car Sales, Hurt by Blizzard, Fall 2 Percent in January"" by BILL VLASIC via NYT The New York Times http://ift.tt/1PSGcLQ ",1,,,
"(Journal entry for upcoming blizzard)

 Day 0: I have already eaten half my food that I bought for the blizzard. Not gonna make it.",1,,,
(KABC) National Guard Rescues Woman Trapped in Car During Blizzard: She had apparently been living in her car ... http://bit.ly/1QAvrwe ,0,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNsf ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNtb ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNtm ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNv7 ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNwb ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNwm ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNwr ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNwx ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNx3 ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNx4 ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNxG ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNxS ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNxW ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNyF ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNyM ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNzP ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNzR ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNzS ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNzy ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP0y ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP1B ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP1t ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP24 ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP25 ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP27 ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP2D ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP2G ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP2M ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP4c ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP4s ,1,,,
[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFP4W ,1,,,
"[the blizzard approaches, I gather the family]

""Yes, we've bought a huge amount of junk food, but it's okay. We'll eat in 8-hour shifts.""",1,,,
{new post} blizzard baby spinach cheddar frittatas #snowzilla #food #healthy #cabinfever… http://sparkleandclink.com/2016/01/25/blizzard-baby-spinach-cheddar-frittatas/ …pic.twitter.com/StEuNIsk3W,1,,,
"@1989sheerans legit this is the news: America is going through the worst blizzard in a century, cars are banned from roads and some states",1,,,
"@200PRESS_ good idea. no one is getting their cars out. When we had our blizzard, cars were stuck at least a week",1,,,
@aaronbechillin try Lyft & get $50 free ride credit w/ code offwego http://www.lyft.com/invited/offwego  like Uber  #snow #blizzard,1,,,
@ABC @ABC7NY @NBCNews was at whole foods battery Pk. As of now the store is open to 11pm in this blizzard. How are employees getting home?,1,,,
"@ABC if the blizzard was bad enough they had food, too.   #EveryoneWasThinkingIt",1,,,
"@ABC7NY  1/23/16 BLIZZARD IN ROXBURY/SUCCASUNNA, NEW JERSEY-SHOVELING CAR OUT OF THE SNOW-30 INCHES OF SNOW pic.twitter.com/LorDCL5Zyh",1,,,
@afrosypaella No blizzard is going to keep my appetite/food choices down! ,1,,,
@AIDS  I'm more concerned about the blizzard I am trying to dig my car out of lol,1,,,
@AlexHolleyFOX29 Ya'll had me cracking up during the blizzard cast with the food adventures. Lol,1,,,
@alexparker91 bummer dude. But I LOVE Manahattan during a blizzard. Eat some yummy food!,1,,,
@alexrkonrad Feel bad for the drivers who feel they are willing to risk themselves and their cars for only a 2X surge in a blizzard!,1,,,
@alexthedarklord INSANE pics coming out of the Blizzard Zone in the USA - entire CARS now buried!,1,,,
@alicetweetshere @UnvirtuousAbbey I live in the UK and I need shelter from excessive media reports of the blizzard #no newsfeed,1,,,
"@alisonannyoung Even in WI, every year, we have ""first snow"" car accidents all over the place. And sending blizzard sympathies!",1,,,
@AmandaMichelle and 3) she didn't leave not one speck for food for George during the entire damned blizzard! Fuck her and her delusions!,1,,,
"@amyallantdf NICE WEATHER here too, please take car of HOMELESS where ever u are in z blizzard pic.twitter.com/0ksjVF0Nni",1,,,
"@andersonrdean Thanks Blizzard of 2016 and shoveling out my car, Zippy, have a cold now. It will be okay, have plenty of soup n movies.",1,,,
"@AnnieMelBrooks LOL. Like the U.S. Postal Service - whether rain, snow, sleet, hail - we deliver for you! Enjoy! #FrozenPizza #Blizzardfood",1,,,
@B_Lo_Beatdown @jeremiakvj @weatherchannel @AMHQ It's also called a blizzard. Wind causes high drifts and can bury homes and cars.,1,,,
"@BenRossTransit @capntransit best part of the blizzard: reclaiming #dc streets for people, not cars",1,,,
@blackmintz Yeap. Blizzard every morning. Medicine can only do so much. Take care too mintz!,0,,,
"@BlakeLeyers Come here, I'm making chili, vegetable soup, chicken salad, devils food cake, scones, & various other requests for blizzard.",1,,,
"@Blizzard_Ent Starcraft 2 was a great story with a more than satisfying ending, sad that it's over, thanks for the ride",1,,,
"@BlizzardCSEU_EN Morning dear Blizzard. I hope you good day with good music, good food and good people.",1,,,
@blueapron chicken meatballs with creamy polenta...perfect blizzard food #blizzard2016… https://www.instagram.com/p/BA5yII1zXrm/ ,1,,,
@bookrarian glad to hear it. I've been in fun blizzards but I've always had food and power. Not good without those.,1,,,
@booshoe37 @michaelindsay89 Stock up on food... And enjoy a really good blizzard! https://twitter.com/reedtimmerTVN/statuses/693476052165869569 …,1,,,
"@BriMercedes you're welcome! :3
That's good that you'll have food and work at home! Would not be safe to drive in a blizzard ;n;",1,,,
@BrookeBCNN @CNN Dearest Brooke ,1/22/16 22:22,1,,
@BrooklynSpoke @powellnyt waiting to go around corner to filthy @riteaid at @nym_hospital for blizzard food https://www.google.com/search?q=parkslopepile+gif&ie=UTF-8&oe=UTF-8&hl=en-us&client=safari#hl=en-us&q=park+slope+pile+gif&imgrc=jYIm6oRECaAnjM%3A …,1,,,
@ByronTau That's why you go with safe foods such as peanut butter and eggs during blizzards. I have learned this the hard way.,1,,,
"@capitalweather Seems appropriate that this video shows the Franklin School--formerly a #homeless shelter, but unused as a blizzard comes.",1,,,
"@Carabee Celery and breakfast foods. (Milk, eggs, CINNAMON ROLLS). Apparently that's all MD'ers eat during blizzards. Who  knew??!!",1,,,
@carlosmencia what's worse was helping a friend at his car lot pushing a car in this blizzard. which I just did .# frostbite sucks,1,,,
@cartalk any advice on a car that won't start post-blizzard? It was fine before the 2.5 feet of snow fell...,1,,,
"@CBauerNFLDraft @BryanPerez_DB maybe it's just me, but that doesn't look like THAT much food. A lot, but not insane",1,,,
"@CharmsDove1482 lol it ain't a blizzard, better bundle up hoe.... But if she has no car that's different ",1,,,
"@ChefCobain are you nice head I'll wash your car in a,blizzard",1,,,
@ChristinaELeeds never rode a train they a blizzard - remarkably smooth ride!,1,,,
@ClauHori Hope U guys R OK & ready for blizzard in Jersey! Enough food at home?,1,,,
@claytongerard Haha! It's like up to car windows now. First blizzard I've ever been in. #lol,1,,,
"@Cloudbyte_Pony @CityFlyer502 if you're hungry you probably should be eating actual, real food, not blizzards",1,,,
@cnn the YWCA has used police escorts to empty the shelter in blizzard conditions!  Women and babies on the street! 30 inches of snow!,1,,,
@comicnrrd The April Fool's Day blizzard in 1997 was really something to see. Zero cars on Highland Ave!#theparisofthe90's,1,,,
"@CoyAxx Tall buildings likely won't alter course or effects of a blizzard. That said, sturdy insulated dwelling + lots of food = you good.",1,,,
@CreoBryn My car lies abandoned with all the other BMWs at the bottom of a bank in the heed. 2 hour drive then 40 minute walk in a blizzard,1,,,
"@cyndilhayes I'm good for now. Have blizzard watch here, talking about a foot starting tomorrow nite, Have generator, wine, food, yarn. ",1,,,
@d3sk My local news had a story about a couple getting married despite the Great #blizzard of 2016 & now it's a ride-along w/ a plow truck,1,,,
@DarioMouse You don't just rush a DQ Blizzard run. You will give your poor car brain freeze.,1,,,
@DarkMartio Pretty good considering I'm stuck in a blizzard rn and my cousin forgot to buy groceries so there's no food.,1,,,
"@darth On her own for 7 days, all of blizzard. Lost 5 lbs. Found across busy hwy, abt a mile? from home, in pkg lot of car dealershp. Mircle",1,,,
@DCChilders holy blizzard.  That's a whole lotta dedication & drive. Not sure I'd get off the seat heater in my car https://twitter.com/erinandrews/status/690564382493904896 …,1,,,
@Deadspin In a snowstorm i def tip generously.  Close to 50%.  Worth it to sit on your ass while food comes to you in a blizzard.,1,,,
"@derpyeon I could only imagine. There was a bad blizzard in Chicago around 2011 that shut the city down, people had to abandon cars.",1,,,
@Diane_Delsig @MsmDavpoo2 And all Minnesota families have packed food cupboards all winter. :) No going hungry in a blizzard. #snowmageddon,1,,,
@DianneG Totally worth renting a car and driving ahead of a blizzard!! Glad you got to experience in person! #KeepPounding,1,,,
@DmitriNickell1 went there for lunch one day and didn't get our food for like 20 minutes so the girl gave us a coupon for 2 free blizzards,1,,,
"@doktorbuzzo whole foods has announced that they're staying open during this entire blizzard. if you venture you, be careful..",1,,,
@dolphinshelp #during a gigantic blizzard they are going to kill innocent animal shelter?,1,,,
@DrMark37 I was watching someone walking to a whole foods in the blizzard yesterday!,1,,,
"@eastsidedave Sippin sizzurp in my ride, like Three 6 Now I'm feeling so fly like a G6 like a G6 lol  #Blizzard",1,,,
"@ElizaLentzski But on the plus side, no blizzard. Sort of like washing your car to make it rain. I think you're still ahead of the game.",1,,,
@emilyjyu @kelliwardaz @wakeuptucson @1030_KVOI @Students Was a blizzard in @SierraVistaAZ nice ride Ward On Radi pic.twitter.com/Y51ClOvMNp,1,,,
@emmkat12 Next year we need to half a giant blizzard twitter hangout. I'll bring food i swear,1,,,
"@EnhancedSight » (cars**) on the move back and forth—but the blizzard left only few to move.

“Lemme try and get this guy.”",1,,,
@EntourageTVshow marathon on @HBO is the perfect way to ride out this blizzard!,1,,,
@ep_jhu you'd think the apples would go quick. People seem to want lots of avocado and tomatoes though. Who knew guac was a blizzard food.,1,,,
@eparillon @Atrios a blizzard is super chill when you don't own a car or property,1,,,
"@EricWynalda @bundesliga_de @JOYPAULIAN @JovanKirovski @stuholden @StatManMosse 

I can't think of a better way to ride out this blizzard! ",1,,,
@erika_news This is my first blizzard after I got my car in a garage!,1,,,
"@exlarson In that case I think a $20 bill, a couple books, and a corner booth to ride out the blizzard sounds like an amazing deal IMO",1,,,
"@eyemama are calling for a ""Historic Blizzard""!!  I do love winter but a 3+ hr car drive in a blizzard isn't my idea of fun......",1,,,
"@Fab4fanbob It's a western, cruel and beautiful as always with tarantino. Bounty hunters try to find shelter, during a blizzard, and they..",1,,,
@fairyburger this is perfect comfort food in the middle of our blizzard! So far we're at 16 inches and going!!! #foodie #youneedtomakethis,1,,,
@FaithHill did you stock up on milk and bread? That's the traditional way to ride out the blizzard LOL,1,,,
"@feministrevenge WTVR, are you blizzard ready? I probably have enough food & ice melt, and def have enough work to occupy me for 2 days.",1,,,
@FitzFox5DC I've got a car and a power inverter. I can make coffee anywhere. Blizzard can't get me down. http://www.thinkgeek.com/product/b29e/?pfm=Search&t=Power%20inverter …,1,,,
@forbes Economics Of A Blizzard: Winter Storm Jonas Is A Win For Whole Foods But A Loss For H... http://onforb.es/1lDg0GM  #personalfinance,1,,,
"@Ford Testing New Driverless Cars in Blizzard Conditions Using #3D Imaging and LiDar
http://bit.ly/1ODJi08 pic.twitter.com/zriQrvuoo4",1,,,
@ForeverClutch02 no I am ! I haven't been able to leave this damn house because of this blizzard there's no food in this house,1,,,
"@fox5dc no one is enjoying the blizzard 2016 more Elijah ukiteyedi , helping his parents clean the roof of the car pic.twitter.com/xxC2lA6B3P",1,,,
@fox5ny @gregkellyfox5 We're ready for the blizzard...of junk food. Don't forget Nutella and caramel corn... pic.twitter.com/6M50Yj9vza,1,,,
@FoxNews @deBlasioNYC Let's hope most people have shelter during the blizzard of '16.,1,,,
@frankiecooks Love this: http://youtu.be/NP_CYJU_sTk . it’s my snow blizzard go to food!,1,,,
"@FrankLuntz @HealthRanger #blizzard food stockpiling My personal favorite was guy w/a cart full of chips, popcorn, etc, & proud of it. LOL",1,,,
@frenchwendia cuz they know NY niggas will walk thru a blizzard for some food they wildin' lol.,1,,,
@gaev66NINO @sfkng1 @RonSmallenburg I'd ride in that top down in a blizzard!,1,,,
@gracetrap I'm on a 23 hr bus ride into a blizzard with people I don't know :-),0,,,
@GrantPettrie Looks like no outside ride this weekend “Blizzard for the Ages” Headed for East Coast http://goo.gl/WtIu6K  @Slate Hot #Oz,1,,,
@Hawaiianimages #TeamShoyu. #TeamKamaboko. So many choices! But no fair. Now all ono for foods I can't find here. Plus blizzard on Tues. :(,1,,,
@HomemakerStacey It's my favorite way to ride a blizzard out ,1/23/16 19:27,1,,
@Huscoon Kai usually never stops about Chicago food so I'm genuinely shocked I've never heard of this,1,,,
"@I95ExitGuide blizzard is bad but be careful at Florida I95 rest stop,don't leave purse in car, beware 2 men break car window & steal purse!",1,,,
@iamking_45 it's a blizzard out- where were you going?! why was baby out the house? & in a car completely buried in snow... So sad & tragic,1,,,
"@InovaHealth  Will you be looking for 4x4 vehicle volunteers to shuttle employees for this blizzard?  If so, I'm happy to help again.",1,,,
"@InTheBleachers I'm north of DC, can't think of anything better than a blizzard that forces me to hang out at home, eat good food and drink",1,,,
"@JackMitchellLNK When I think ""blizzard food"", onion rings are a top 5 choice.",1,,,
@JanieVelencia I guess it's takes a lot of sandwiches to ride out a blizzard. Or maybe bread makes for good traction on ice...,1,,,
@JennMorton01 And that's why I never take my car out in a blizzard. lol,1,,,
@JenPanda @LisaMaxwellYA Do you want me to starve in the blizzard??? Velveeta can find her own food. Preferably in my neighbor's apartment.,1,,,
@jewishyoucould no you're golden. I don't mind sundaes or blizzards so much as food,1,,,
@jihettly @esd2000 good morning! Yes I'm in the middle of the blizzard. I have plenty of food so I'm happy! Lol. Stay warm.,1,,,
@JoannaCoon1 sorry my food arrived... I didn't get a chance to shop bc of the blizzard so ughh,1,,,
@joerogan Self driving cars don't do so great in blizzards https://www.washingtonpost.com/news/the-switch/wp/2016/01/28/driverless-cars-work-great-in-sunny-california-but-how-about-in-a-blizzard/?tid=sm_tw …,1,,,
@JohnGibbinsSDUT @sdut ...or just ride out the blizzard by staying in sunny San Diego. Seems like an easy call.,1,,,
@JohnnyGoalie12 would love to hear your perspective of the 2010 blizzard game.Can't imagine the bus ride!Took 90 min for me to drive 18 mi!,1,,,
@joshuaevanbrown car blizzard. Also I would be sad if we couldn't DFRPG again too D:,1,,,
@juliahartley38 @accringtonrr @emtaylor7090 thankfully I had hobbled back to the car at the Blizzard point :),1,,,
@JulietteTPanda I had to ride in a bus in elem. in the blizzard of 93 super scary.  The driver turned around and the principal took me home.,1,,,
@jvs_xo that's so pointless like who's guna go to the mall in a blizzard people don't even wanna step outside to clean their cars,1,,,
@k_knightbooks @TBRList Yes! Hunker down with a good book and ride out the blizzard! ,1,,,
"@kadijahw If we run out of food I'll be on the ""blizzard fast"" diet lololol",1,,,
"@kalhan To be fair, none of these would be my first choice for cozy blizzard food. Though I'll always make exceptions for pomegranate.",1,,,
"@karengillan Hang in there, lady, you  might be in for a wild ride with this blizzard! Hope you stay warm and safe!",1,,,
@KarylHenry Catch 22....they couldn't plow roads because cars were illegally parked.  Plenty of warning given before blizzard ,1,,,
"@Kasper_Tait @Harry_Styles Ironic, it's my actual dad's birthday yet I can't get him a card. My car doesn't work & a blizzard is coming.",1,,,
@KatTimpf Mayor orders travel ban — and says no food deliveries — as blizzard pummels New York: https://news.vice.com/article/mayor-orders-travel-ban-and-says-no-food-deliveries-as-blizzard-pummels-new-york … via @vicenews,1,,,
@kaylama54674519 r u getting ready 4 the blizzard? going shopping w/my sis today: #1 cat food/litter then coffee/milk/yogurt/Haagen-dazs,1,,,
@KevinHart4real going to see Ride Along 2 as a day  from my wife in this blizzard..pray we make it home safe..I know it us worth the trip,1,,,
@KevinHart4real seems to be grabbing the Hearts of America. I see lots of great tweets about Ride Along 2! Too bad I'm snowed in #blizzard ,1,,,
@kierpanda @BlizzHeroes This is pretty awesome!! Do you plans to make more Blizzard themed foods?,1,,,
"@kierpanda rofl, your tweets mock me so! wonderful food when I'm hungry, ""cold"" during a blizzard, diablo tweets when I'm stuck working. ugh",1,,,
@kiracorrell your dumb fish had a blizzard of food  https://twitter.com/sodamntrue/status/689885186268516352 …,1,,,
@KLAlicea9 @sarahhhjeanx Ride a magic llama from the frozen tundra of PA through the blizzard and watch Mad Max with me!,1,,,
@KRFbomb I'm actually a little jealous that I'm not experiencing this NYC blizzard. It has to be surreal there right now w/o cars,1,,,
@lauraannmariee Oh no! Don't forget the bread! Lol it's required for blizzards. That and junk food. Alcohol. Etc. lol,0,,,
@LaurasKitchen I plan on making your berry crisp tomorrow! Blizzard food!! Maybe your pound cake too . I've made it 3x already!,1,,,
@leemagsfox29 Spiked snow cream and other inventive blizzard foods http://wpo.st/6kL61 ,1,,,
@lemontokki Geez I just heard about the strong blizzard over there. Keep safe and warm! /pats your car,1,,,
@lightbright_ni exactly u wasn't eating all our food during this blizzard,1,,,
